targetCate,trialType,stimIndex,duration,probeLeftIndex,probeRightIndex,probeOrder
Face,surprise,54,long,18.0,54.0,OrientationFirst
Face,postsurprise,59,short,59.0,95.0,OrientationFirst
Face,postsurprise,34,long,16.0,34.0,OrientationFirst
Face,postsurprise,69,short,69.0,87.0,OrientationFirst
Face,postsurprise,29,long,29.0,11.0,OrientationFirst
Face,presurprise,108,short,,,OrientationFirst
Face,presurprise,112,long,,,OrientationFirst
Face,presurprise,30,long,,,OrientationFirst
Face,presurprise,24,long,,,OrientationFirst
Face,presurprise,92,short,,,OrientationFirst
Face,presurprise,114,short,,,OrientationFirst
Face,presurprise,54,long,,,OrientationFirst
Face,presurprise,59,short,,,OrientationFirst
Face,presurprise,10,long,,,OrientationFirst
Face,presurprise,58,long,,,OrientationFirst
Face,presurprise,4,short,,,OrientationFirst
Face,presurprise,47,short,,,OrientationFirst
Face,presurprise,53,long,,,OrientationFirst
Face,presurprise,51,short,,,OrientationFirst
Face,presurprise,93,short,,,OrientationFirst
Face,presurprise,113,long,,,OrientationFirst
Face,presurprise,63,long,,,OrientationFirst
Face,presurprise,80,long,,,OrientationFirst
Face,presurprise,44,short,,,OrientationFirst
Face,presurprise,5,short,,,OrientationFirst
Face,presurprise,110,long,,,OrientationFirst
Face,presurprise,101,long,,,OrientationFirst
Face,presurprise,79,long,,,OrientationFirst
Face,presurprise,96,long,,,OrientationFirst
Face,presurprise,82,short,,,OrientationFirst
Face,presurprise,68,short,,,OrientationFirst
Face,presurprise,102,long,,,OrientationFirst
Face,presurprise,32,short,,,OrientationFirst
Face,presurprise,34,long,,,OrientationFirst
Face,presurprise,67,long,,,OrientationFirst
Face,presurprise,2,short,,,OrientationFirst
Face,presurprise,27,short,,,OrientationFirst
Face,presurprise,69,short,,,OrientationFirst
Face,presurprise,89,short,,,OrientationFirst
Face,presurprise,88,long,,,OrientationFirst
Face,presurprise,111,short,,,OrientationFirst
Face,presurprise,109,short,,,OrientationFirst
Face,presurprise,49,long,,,OrientationFirst
Face,presurprise,3,long,,,OrientationFirst
Face,presurprise,19,short,,,OrientationFirst
Face,presurprise,73,short,,,OrientationFirst
Face,presurprise,7,long,,,OrientationFirst
Face,surprise,37,long,1.0,37.0,OrientationFirst
Face,postsurprise,105,long,87.0,105.0,OrientationFirst
Face,postsurprise,32,long,32.0,50.0,OrientationFirst
Face,postsurprise,89,long,71.0,89.0,OrientationFirst
Face,postsurprise,6,long,24.0,6.0,OrientationFirst
Face,presurprise,89,short,,,DurationFirst
Face,presurprise,54,long,,,DurationFirst
Face,presurprise,84,long,,,DurationFirst
Face,presurprise,112,short,,,DurationFirst
Face,presurprise,37,short,,,DurationFirst
Face,presurprise,81,long,,,DurationFirst
Face,presurprise,88,short,,,DurationFirst
Face,presurprise,110,short,,,DurationFirst
Face,presurprise,15,short,,,DurationFirst
Face,presurprise,30,short,,,DurationFirst
Face,presurprise,7,long,,,DurationFirst
Face,presurprise,13,short,,,DurationFirst
Face,presurprise,113,long,,,DurationFirst
Face,presurprise,10,long,,,DurationFirst
Face,presurprise,2,short,,,DurationFirst
Face,presurprise,72,short,,,DurationFirst
Face,presurprise,98,long,,,DurationFirst
Face,presurprise,41,short,,,DurationFirst
Face,presurprise,111,short,,,DurationFirst
Face,presurprise,76,short,,,DurationFirst
Face,presurprise,65,long,,,DurationFirst
Face,presurprise,52,long,,,DurationFirst
Face,presurprise,26,short,,,DurationFirst
Face,presurprise,97,short,,,DurationFirst
Face,presurprise,32,short,,,DurationFirst
Face,presurprise,104,long,,,DurationFirst
Face,presurprise,60,short,,,DurationFirst
Face,presurprise,29,long,,,DurationFirst
Face,presurprise,95,short,,,DurationFirst
Face,presurprise,22,long,,,DurationFirst
Face,presurprise,105,short,,,DurationFirst
Face,presurprise,27,long,,,DurationFirst
Face,presurprise,75,long,,,DurationFirst
Face,presurprise,114,long,,,DurationFirst
Face,presurprise,91,long,,,DurationFirst
Face,presurprise,67,long,,,DurationFirst
Face,presurprise,56,short,,,DurationFirst
Face,presurprise,64,long,,,DurationFirst
Face,presurprise,3,long,,,DurationFirst
Face,presurprise,42,long,,,DurationFirst
Face,presurprise,53,short,,,DurationFirst
Face,presurprise,109,long,,,DurationFirst
Face,surprise,45,short,45.0,27.0,DurationFirst
Face,postsurprise,37,long,19.0,37.0,DurationFirst
Face,postsurprise,69,long,69.0,87.0,DurationFirst
Face,postsurprise,3,short,3.0,21.0,DurationFirst
Face,postsurprise,77,short,77.0,95.0,DurationFirst
Face,presurprise,24,long,,,DurationFirst
Face,presurprise,105,long,,,DurationFirst
Face,presurprise,43,long,,,DurationFirst
Face,presurprise,9,short,,,DurationFirst
Face,presurprise,101,short,,,DurationFirst
Face,presurprise,63,short,,,DurationFirst
Face,presurprise,82,short,,,DurationFirst
Face,presurprise,94,short,,,DurationFirst
Face,presurprise,49,short,,,DurationFirst
Face,presurprise,60,short,,,DurationFirst
Face,presurprise,21,short,,,DurationFirst
Face,presurprise,113,short,,,DurationFirst
Face,presurprise,5,long,,,DurationFirst
Face,presurprise,14,short,,,DurationFirst
Face,presurprise,67,long,,,DurationFirst
Face,presurprise,38,short,,,DurationFirst
Face,presurprise,35,short,,,DurationFirst
Face,presurprise,15,long,,,DurationFirst
Face,presurprise,12,long,,,DurationFirst
Face,presurprise,54,long,,,DurationFirst
Face,presurprise,111,short,,,DurationFirst
Face,presurprise,70,short,,,DurationFirst
Face,presurprise,26,long,,,DurationFirst
Face,presurprise,68,long,,,DurationFirst
Face,presurprise,109,long,,,DurationFirst
Face,presurprise,22,short,,,DurationFirst
Face,presurprise,11,short,,,DurationFirst
Face,presurprise,110,short,,,DurationFirst
Face,presurprise,46,short,,,DurationFirst
Face,presurprise,37,long,,,DurationFirst
Face,presurprise,34,long,,,DurationFirst
Face,presurprise,84,long,,,DurationFirst
Face,presurprise,71,long,,,DurationFirst
Face,presurprise,91,long,,,DurationFirst
Face,presurprise,112,long,,,DurationFirst
Face,presurprise,97,short,,,DurationFirst
Face,presurprise,80,short,,,DurationFirst
Face,presurprise,77,long,,,DurationFirst
Face,presurprise,114,long,,,DurationFirst
Face,presurprise,92,long,,,DurationFirst
Face,presurprise,75,long,,,DurationFirst
Face,presurprise,90,short,,,DurationFirst
Face,surprise,43,short,43.0,25.0,DurationFirst
Face,postsurprise,2,short,2.0,38.0,DurationFirst
Face,postsurprise,100,short,100.0,82.0,DurationFirst
Face,postsurprise,18,short,18.0,36.0,DurationFirst
Face,postsurprise,71,long,71.0,107.0,DurationFirst
Face,presurprise,58,long,,,DurationFirst
Face,presurprise,112,long,,,DurationFirst
Face,presurprise,87,long,,,DurationFirst
Face,presurprise,82,short,,,DurationFirst
Face,presurprise,28,short,,,DurationFirst
Face,presurprise,25,long,,,DurationFirst
Face,presurprise,81,long,,,DurationFirst
Face,presurprise,109,short,,,DurationFirst
Face,presurprise,113,short,,,DurationFirst
Face,presurprise,18,short,,,DurationFirst
Face,presurprise,6,short,,,DurationFirst
Face,presurprise,114,long,,,DurationFirst
Face,presurprise,39,short,,,DurationFirst
Face,presurprise,56,short,,,DurationFirst
Face,presurprise,73,short,,,DurationFirst
Face,presurprise,60,long,,,DurationFirst
Face,presurprise,110,short,,,DurationFirst
Face,presurprise,102,short,,,DurationFirst
Face,presurprise,27,long,,,DurationFirst
Face,presurprise,98,long,,,DurationFirst
Face,presurprise,50,long,,,DurationFirst
Face,presurprise,41,short,,,DurationFirst
Face,presurprise,51,short,,,DurationFirst
Face,presurprise,2,long,,,DurationFirst
Face,presurprise,83,short,,,DurationFirst
Face,presurprise,107,long,,,DurationFirst
Face,presurprise,1,long,,,DurationFirst
Face,presurprise,108,long,,,DurationFirst
Face,presurprise,8,long,,,DurationFirst
Face,presurprise,12,short,,,DurationFirst
Face,presurprise,61,long,,,DurationFirst
Face,presurprise,86,long,,,DurationFirst
Face,presurprise,34,short,,,DurationFirst
Face,presurprise,106,short,,,DurationFirst
Face,presurprise,22,short,,,DurationFirst
Face,presurprise,49,long,,,DurationFirst
Face,presurprise,111,long,,,DurationFirst
Face,presurprise,47,long,,,DurationFirst
Face,presurprise,35,long,,,DurationFirst
Face,presurprise,57,short,,,DurationFirst
Face,presurprise,95,short,,,DurationFirst
Face,presurprise,67,short,,,DurationFirst
Face,surprise,45,short,45.0,27.0,DurationFirst
Face,postsurprise,3,long,21.0,3.0,DurationFirst
Face,postsurprise,106,short,88.0,106.0,DurationFirst
Face,postsurprise,24,short,6.0,24.0,DurationFirst
Face,postsurprise,86,long,68.0,86.0,DurationFirst
Face,presurprise,6,long,,,DurationFirst
Face,presurprise,25,short,,,DurationFirst
Face,presurprise,73,long,,,DurationFirst
Face,presurprise,106,long,,,DurationFirst
Face,presurprise,62,short,,,DurationFirst
Face,presurprise,83,short,,,DurationFirst
Face,presurprise,45,long,,,DurationFirst
Face,presurprise,81,short,,,DurationFirst
Face,presurprise,38,short,,,DurationFirst
Face,presurprise,32,long,,,DurationFirst
Face,presurprise,114,long,,,DurationFirst
Face,presurprise,64,long,,,DurationFirst
Face,presurprise,30,short,,,DurationFirst
Face,presurprise,61,short,,,DurationFirst
Face,presurprise,4,short,,,DurationFirst
Face,presurprise,113,short,,,DurationFirst
Face,presurprise,18,short,,,DurationFirst
Face,presurprise,107,long,,,DurationFirst
Face,presurprise,103,short,,,DurationFirst
Face,presurprise,72,long,,,DurationFirst
Face,presurprise,47,short,,,DurationFirst
Face,presurprise,53,long,,,DurationFirst
Face,presurprise,46,long,,,DurationFirst
Face,presurprise,49,short,,,DurationFirst
Face,presurprise,110,long,,,DurationFirst
Face,presurprise,105,short,,,DurationFirst
Face,presurprise,8,long,,,DurationFirst
Face,presurprise,76,long,,,DurationFirst
Face,presurprise,66,long,,,DurationFirst
Face,presurprise,86,short,,,DurationFirst
Face,presurprise,59,short,,,DurationFirst
Face,presurprise,3,short,,,DurationFirst
Face,presurprise,112,long,,,DurationFirst
Face,presurprise,74,long,,,DurationFirst
Face,presurprise,1,long,,,DurationFirst
Face,presurprise,93,short,,,DurationFirst
Face,presurprise,34,long,,,DurationFirst
Face,presurprise,23,long,,,DurationFirst
Face,presurprise,96,long,,,DurationFirst
Face,presurprise,109,short,,,DurationFirst
Face,presurprise,33,short,,,DurationFirst
Face,presurprise,111,short,,,DurationFirst
Face,surprise,37,short,37.0,1.0,DurationFirst
Face,postsurprise,42,long,24.0,42.0,DurationFirst
Face,postsurprise,106,short,88.0,106.0,DurationFirst
Face,postsurprise,33,short,15.0,33.0,DurationFirst
Face,postsurprise,75,short,75.0,57.0,DurationFirst
Face,presurprise,101,long,,,DurationFirst
Face,presurprise,48,long,,,DurationFirst
Face,presurprise,110,short,,,DurationFirst
Face,presurprise,24,short,,,DurationFirst
Face,presurprise,68,short,,,DurationFirst
Face,presurprise,22,long,,,DurationFirst
Face,presurprise,58,long,,,DurationFirst
Face,presurprise,62,short,,,DurationFirst
Face,presurprise,109,long,,,DurationFirst
Face,presurprise,111,short,,,DurationFirst
Face,presurprise,5,short,,,DurationFirst
Face,presurprise,113,short,,,DurationFirst
Face,presurprise,57,short,,,DurationFirst
Face,presurprise,102,short,,,DurationFirst
Face,presurprise,17,long,,,DurationFirst
Face,presurprise,19,long,,,DurationFirst
Face,presurprise,32,short,,,DurationFirst
Face,presurprise,7,short,,,DurationFirst
Face,presurprise,33,long,,,DurationFirst
Face,presurprise,74,short,,,DurationFirst
Face,presurprise,9,long,,,DurationFirst
Face,presurprise,105,short,,,DurationFirst
Face,presurprise,46,short,,,DurationFirst
Face,presurprise,55,long,,,DurationFirst
Face,presurprise,11,long,,,DurationFirst
Face,presurprise,97,long,,,DurationFirst
Face,presurprise,89,short,,,DurationFirst
Face,presurprise,85,long,,,DurationFirst
Face,presurprise,63,long,,,DurationFirst
Face,presurprise,112,long,,,DurationFirst
Face,presurprise,108,long,,,DurationFirst
Face,presurprise,100,short,,,DurationFirst
Face,presurprise,44,short,,,DurationFirst
Face,presurprise,78,long,,,DurationFirst
Face,presurprise,54,short,,,DurationFirst
Face,presurprise,88,long,,,DurationFirst
Face,presurprise,114,long,,,DurationFirst
Face,presurprise,77,short,,,DurationFirst
Face,presurprise,39,long,,,DurationFirst
Face,presurprise,34,short,,,DurationFirst
Face,presurprise,38,long,,,DurationFirst
Face,presurprise,13,short,,,DurationFirst
Face,surprise,41,short,41.0,23.0,DurationFirst
Face,postsurprise,28,long,10.0,28.0,DurationFirst
Face,postsurprise,79,long,61.0,79.0,DurationFirst
Face,postsurprise,51,long,51.0,33.0,DurationFirst
Face,postsurprise,80,short,98.0,80.0,DurationFirst
Face,presurprise,67,short,,,DurationFirst
Face,presurprise,105,long,,,DurationFirst
Face,presurprise,109,long,,,DurationFirst
Face,presurprise,94,long,,,DurationFirst
Face,presurprise,32,long,,,DurationFirst
Face,presurprise,35,long,,,DurationFirst
Face,presurprise,62,short,,,DurationFirst
Face,presurprise,107,short,,,DurationFirst
Face,presurprise,78,long,,,DurationFirst
Face,presurprise,39,long,,,DurationFirst
Face,presurprise,8,long,,,DurationFirst
Face,presurprise,20,short,,,DurationFirst
Face,presurprise,42,short,,,DurationFirst
Face,presurprise,83,short,,,DurationFirst
Face,presurprise,7,short,,,DurationFirst
Face,presurprise,113,long,,,DurationFirst
Face,presurprise,29,short,,,DurationFirst
Face,presurprise,110,short,,,DurationFirst
Face,presurprise,112,short,,,DurationFirst
Face,presurprise,91,short,,,DurationFirst
Face,presurprise,1,long,,,DurationFirst
Face,presurprise,5,short,,,DurationFirst
Face,presurprise,114,short,,,DurationFirst
Face,presurprise,51,long,,,DurationFirst
Face,presurprise,52,short,,,DurationFirst
Face,presurprise,56,long,,,DurationFirst
Face,presurprise,82,long,,,DurationFirst
Face,presurprise,45,long,,,DurationFirst
Face,presurprise,4,long,,,DurationFirst
Face,presurprise,18,short,,,DurationFirst
Face,presurprise,28,short,,,DurationFirst
Face,presurprise,106,short,,,DurationFirst
Face,presurprise,84,long,,,DurationFirst
Face,presurprise,61,long,,,DurationFirst
Face,presurprise,86,short,,,DurationFirst
Face,presurprise,108,long,,,DurationFirst
Face,presurprise,49,short,,,DurationFirst
Face,presurprise,111,long,,,DurationFirst
Face,presurprise,59,short,,,DurationFirst
Face,presurprise,30,long,,,DurationFirst
Face,presurprise,75,short,,,DurationFirst
Face,presurprise,63,long,,,DurationFirst
Face,surprise,44,short,8.0,44.0,DurationFirst
Face,postsurprise,24,long,24.0,42.0,DurationFirst
Face,postsurprise,102,short,102.0,66.0,DurationFirst
Face,postsurprise,33,short,51.0,33.0,DurationFirst
Face,postsurprise,103,short,85.0,103.0,DurationFirst
Face,presurprise,114,long,,,DurationFirst
Face,presurprise,59,long,,,DurationFirst
Face,presurprise,76,short,,,DurationFirst
Face,presurprise,101,long,,,DurationFirst
Face,presurprise,75,long,,,DurationFirst
Face,presurprise,109,short,,,DurationFirst
Face,presurprise,56,long,,,DurationFirst
Face,presurprise,12,long,,,DurationFirst
Face,presurprise,41,short,,,DurationFirst
Face,presurprise,113,short,,,DurationFirst
Face,presurprise,99,short,,,DurationFirst
Face,presurprise,8,short,,,DurationFirst
Face,presurprise,91,short,,,DurationFirst
Face,presurprise,34,short,,,DurationFirst
Face,presurprise,14,short,,,DurationFirst
Face,presurprise,108,long,,,DurationFirst
Face,presurprise,84,long,,,DurationFirst
Face,presurprise,79,long,,,DurationFirst
Face,presurprise,106,long,,,DurationFirst
Face,presurprise,62,short,,,DurationFirst
Face,presurprise,43,long,,,DurationFirst
Face,presurprise,87,short,,,DurationFirst
Face,presurprise,37,long,,,DurationFirst
Face,presurprise,36,long,,,DurationFirst
Face,presurprise,49,short,,,DurationFirst
Face,presurprise,110,long,,,DurationFirst
Face,presurprise,11,long,,,DurationFirst
Face,presurprise,27,long,,,DurationFirst
Face,presurprise,68,short,,,DurationFirst
Face,presurprise,24,long,,,DurationFirst
Face,presurprise,17,short,,,DurationFirst
Face,presurprise,111,long,,,DurationFirst
Face,presurprise,46,short,,,DurationFirst
Face,presurprise,21,short,,,DurationFirst
Face,presurprise,38,long,,,DurationFirst
Face,presurprise,60,short,,,DurationFirst
Face,presurprise,4,long,,,DurationFirst
Face,presurprise,64,long,,,DurationFirst
Face,presurprise,33,short,,,DurationFirst
Face,presurprise,103,short,,,DurationFirst
Face,presurprise,89,short,,,DurationFirst
Face,presurprise,112,short,,,DurationFirst
Face,surprise,53,short,17.0,53.0,DurationFirst
Face,postsurprise,23,short,5.0,23.0,DurationFirst
Face,postsurprise,103,short,85.0,103.0,DurationFirst
Face,postsurprise,4,short,40.0,4.0,DurationFirst
Face,postsurprise,64,short,82.0,64.0,DurationFirst
Face,presurprise,55,short,,,DurationFirst
Face,presurprise,97,long,,,DurationFirst
Face,presurprise,4,short,,,DurationFirst
Face,presurprise,102,long,,,DurationFirst
Face,presurprise,1,short,,,DurationFirst
Face,presurprise,36,short,,,DurationFirst
Face,presurprise,77,long,,,DurationFirst
Face,presurprise,111,short,,,DurationFirst
Face,presurprise,34,long,,,DurationFirst
Face,presurprise,60,short,,,DurationFirst
Face,presurprise,100,short,,,DurationFirst
Face,presurprise,45,long,,,DurationFirst
Face,presurprise,50,long,,,DurationFirst
Face,presurprise,15,long,,,DurationFirst
Face,presurprise,88,long,,,DurationFirst
Face,presurprise,72,long,,,DurationFirst
Face,presurprise,58,long,,,DurationFirst
Face,presurprise,75,short,,,DurationFirst
Face,presurprise,47,short,,,DurationFirst
Face,presurprise,113,short,,,DurationFirst
Face,presurprise,104,long,,,DurationFirst
Face,presurprise,28,long,,,DurationFirst
Face,presurprise,101,short,,,DurationFirst
Face,presurprise,20,long,,,DurationFirst
Face,presurprise,105,short,,,DurationFirst
Face,presurprise,62,short,,,DurationFirst
Face,presurprise,85,short,,,DurationFirst
Face,presurprise,114,short,,,DurationFirst
Face,presurprise,6,short,,,DurationFirst
Face,presurprise,3,long,,,DurationFirst
Face,presurprise,81,long,,,DurationFirst
Face,presurprise,112,long,,,DurationFirst
Face,presurprise,53,short,,,DurationFirst
Face,presurprise,25,short,,,DurationFirst
Face,presurprise,30,short,,,DurationFirst
Face,presurprise,110,long,,,DurationFirst
Face,presurprise,44,long,,,DurationFirst
Face,presurprise,89,short,,,DurationFirst
Face,presurprise,109,long,,,DurationFirst
Face,presurprise,49,short,,,DurationFirst
Face,presurprise,56,long,,,DurationFirst
Face,presurprise,5,long,,,DurationFirst
Face,surprise,42,short,24.0,42.0,DurationFirst
Face,postsurprise,19,long,19.0,37.0,DurationFirst
Face,postsurprise,107,long,71.0,107.0,DurationFirst
Face,postsurprise,29,short,47.0,29.0,DurationFirst
Face,postsurprise,97,short,97.0,79.0,DurationFirst
Face,presurprise,42,short,,,DurationFirst
Face,presurprise,104,long,,,DurationFirst
Face,presurprise,82,long,,,DurationFirst
Face,presurprise,72,short,,,DurationFirst
Face,presurprise,98,long,,,DurationFirst
Face,presurprise,110,short,,,DurationFirst
Face,presurprise,53,long,,,DurationFirst
Face,presurprise,114,short,,,DurationFirst
Face,presurprise,56,long,,,DurationFirst
Face,presurprise,83,long,,,DurationFirst
Face,presurprise,105,short,,,DurationFirst
Face,presurprise,84,short,,,DurationFirst
Face,presurprise,30,long,,,DurationFirst
Face,presurprise,49,long,,,DurationFirst
Face,presurprise,8,short,,,DurationFirst
Face,presurprise,4,short,,,DurationFirst
Face,presurprise,81,short,,,DurationFirst
Face,presurprise,19,long,,,DurationFirst
Face,presurprise,10,long,,,DurationFirst
Face,presurprise,54,short,,,DurationFirst
Face,presurprise,5,short,,,DurationFirst
Face,presurprise,89,short,,,DurationFirst
Face,presurprise,94,short,,,DurationFirst
Face,presurprise,43,short,,,DurationFirst
Face,presurprise,16,long,,,DurationFirst
Face,presurprise,112,long,,,DurationFirst
Face,presurprise,91,long,,,DurationFirst
Face,presurprise,111,long,,,DurationFirst
Face,presurprise,67,short,,,DurationFirst
Face,presurprise,39,long,,,DurationFirst
Face,presurprise,93,short,,,DurationFirst
Face,presurprise,109,long,,,DurationFirst
Face,presurprise,33,short,,,DurationFirst
Face,presurprise,20,short,,,DurationFirst
Face,presurprise,61,long,,,DurationFirst
Face,presurprise,113,short,,,DurationFirst
Face,presurprise,59,short,,,DurationFirst
Face,presurprise,27,long,,,DurationFirst
Face,presurprise,70,long,,,DurationFirst
Face,presurprise,32,short,,,DurationFirst
Face,presurprise,11,long,,,DurationFirst
Face,presurprise,78,long,,,DurationFirst
Face,surprise,45,short,27.0,45.0,DurationFirst
Face,postsurprise,14,long,14.0,32.0,DurationFirst
Face,postsurprise,67,long,67.0,103.0,DurationFirst
Face,postsurprise,51,long,51.0,33.0,DurationFirst
Face,postsurprise,108,short,72.0,108.0,DurationFirst
Face,presurprise,92,long,,,DurationFirst
Face,presurprise,99,long,,,DurationFirst
Face,presurprise,3,long,,,DurationFirst
Face,presurprise,103,short,,,DurationFirst
Face,presurprise,104,short,,,DurationFirst
Face,presurprise,27,short,,,DurationFirst
Face,presurprise,59,short,,,DurationFirst
Face,presurprise,24,long,,,DurationFirst
Face,presurprise,48,long,,,DurationFirst
Face,presurprise,8,short,,,DurationFirst
Face,presurprise,22,long,,,DurationFirst
Face,presurprise,112,short,,,DurationFirst
Face,presurprise,50,short,,,DurationFirst
Face,presurprise,70,long,,,DurationFirst
Face,presurprise,108,long,,,DurationFirst
Face,presurprise,114,long,,,DurationFirst
Face,presurprise,10,long,,,DurationFirst
Face,presurprise,111,long,,,DurationFirst
Face,presurprise,76,long,,,DurationFirst
Face,presurprise,110,short,,,DurationFirst
Face,presurprise,73,long,,,DurationFirst
Face,presurprise,1,short,,,DurationFirst
Face,presurprise,113,short,,,DurationFirst
Face,presurprise,38,long,,,DurationFirst
Face,presurprise,82,short,,,DurationFirst
Face,presurprise,17,short,,,DurationFirst
Face,presurprise,87,long,,,DurationFirst
Face,presurprise,62,short,,,DurationFirst
Face,presurprise,31,short,,,DurationFirst
Face,presurprise,71,long,,,DurationFirst
Face,presurprise,61,long,,,DurationFirst
Face,presurprise,109,long,,,DurationFirst
Face,presurprise,60,short,,,DurationFirst
Face,presurprise,33,long,,,DurationFirst
Face,presurprise,11,long,,,DurationFirst
Face,presurprise,43,long,,,DurationFirst
Face,presurprise,52,short,,,DurationFirst
Face,presurprise,54,short,,,DurationFirst
Face,presurprise,23,short,,,DurationFirst
Face,presurprise,84,short,,,DurationFirst
Face,presurprise,83,short,,,DurationFirst
Face,presurprise,93,short,,,DurationFirst
Face,surprise,39,short,21.0,39.0,DurationFirst
Face,postsurprise,16,short,34.0,16.0,DurationFirst
Face,postsurprise,89,short,71.0,89.0,DurationFirst
Face,postsurprise,12,long,12.0,48.0,DurationFirst
Face,postsurprise,87,long,69.0,87.0,DurationFirst
Face,presurprise,111,short,,,DurationFirst
Face,presurprise,72,long,,,DurationFirst
Face,presurprise,58,long,,,DurationFirst
Face,presurprise,38,short,,,DurationFirst
Face,presurprise,26,short,,,DurationFirst
Face,presurprise,55,short,,,DurationFirst
Face,presurprise,109,long,,,DurationFirst
Face,presurprise,100,long,,,DurationFirst
Face,presurprise,7,long,,,DurationFirst
Face,presurprise,71,long,,,DurationFirst
Face,presurprise,103,long,,,DurationFirst
Face,presurprise,30,short,,,DurationFirst
Face,presurprise,28,short,,,DurationFirst
Face,presurprise,5,short,,,DurationFirst
Face,presurprise,42,long,,,DurationFirst
Face,presurprise,74,short,,,DurationFirst
Face,presurprise,3,short,,,DurationFirst
Face,presurprise,53,short,,,DurationFirst
Face,presurprise,113,long,,,DurationFirst
Face,presurprise,112,short,,,DurationFirst
Face,presurprise,37,short,,,DurationFirst
Face,presurprise,83,long,,,DurationFirst
Face,presurprise,22,long,,,DurationFirst
Face,presurprise,97,short,,,DurationFirst
Face,presurprise,11,long,,,DurationFirst
Face,presurprise,87,long,,,DurationFirst
Face,presurprise,88,long,,,DurationFirst
Face,presurprise,16,short,,,DurationFirst
Face,presurprise,60,short,,,DurationFirst
Face,presurprise,54,long,,,DurationFirst
Face,presurprise,110,short,,,DurationFirst
Face,presurprise,98,long,,,DurationFirst
Face,presurprise,66,short,,,DurationFirst
Face,presurprise,95,short,,,DurationFirst
Face,presurprise,114,long,,,DurationFirst
Face,presurprise,51,long,,,DurationFirst
Face,presurprise,81,short,,,DurationFirst
Face,presurprise,93,short,,,DurationFirst
Face,presurprise,86,short,,,DurationFirst
Face,presurprise,9,long,,,DurationFirst
Face,presurprise,32,long,,,DurationFirst
Face,presurprise,31,long,,,DurationFirst
Face,surprise,43,long,43.0,25.0,DurationFirst
Face,postsurprise,46,long,28.0,46.0,DurationFirst
Face,postsurprise,74,short,92.0,74.0,DurationFirst
Face,postsurprise,4,long,40.0,4.0,DurationFirst
Face,postsurprise,108,long,108.0,72.0,DurationFirst
Face,presurprise,81,long,,,DurationFirst
Face,presurprise,111,long,,,DurationFirst
Face,presurprise,112,short,,,DurationFirst
Face,presurprise,98,short,,,DurationFirst
Face,presurprise,74,long,,,DurationFirst
Face,presurprise,12,short,,,DurationFirst
Face,presurprise,114,long,,,DurationFirst
Face,presurprise,59,long,,,DurationFirst
Face,presurprise,2,long,,,DurationFirst
Face,presurprise,41,short,,,DurationFirst
Face,presurprise,29,long,,,DurationFirst
Face,presurprise,75,short,,,DurationFirst
Face,presurprise,21,short,,,DurationFirst
Face,presurprise,72,long,,,DurationFirst
Face,presurprise,22,short,,,DurationFirst
Face,presurprise,64,short,,,DurationFirst
Face,presurprise,103,short,,,DurationFirst
Face,presurprise,102,short,,,DurationFirst
Face,presurprise,69,long,,,DurationFirst
Face,presurprise,32,short,,,DurationFirst
Face,presurprise,31,long,,,DurationFirst
Face,presurprise,15,short,,,DurationFirst
Face,presurprise,46,long,,,DurationFirst
Face,presurprise,43,short,,,DurationFirst
Face,presurprise,16,long,,,DurationFirst
Face,presurprise,109,short,,,DurationFirst
Face,presurprise,101,long,,,DurationFirst
Face,presurprise,94,long,,,DurationFirst
Face,presurprise,79,short,,,DurationFirst
Face,presurprise,53,long,,,DurationFirst
Face,presurprise,68,short,,,DurationFirst
Face,presurprise,110,long,,,DurationFirst
Face,presurprise,73,short,,,DurationFirst
Face,presurprise,107,long,,,DurationFirst
Face,presurprise,88,long,,,DurationFirst
Face,presurprise,113,short,,,DurationFirst
Face,presurprise,9,long,,,DurationFirst
Face,presurprise,60,short,,,DurationFirst
Face,presurprise,42,short,,,DurationFirst
Face,presurprise,54,long,,,DurationFirst
Face,presurprise,8,short,,,DurationFirst
Face,presurprise,19,long,,,DurationFirst
Face,surprise,53,long,53.0,17.0,DurationFirst
Face,postsurprise,6,short,24.0,6.0,DurationFirst
Face,postsurprise,55,short,91.0,55.0,DurationFirst
Face,postsurprise,14,short,32.0,14.0,DurationFirst
Face,postsurprise,85,short,85.0,103.0,DurationFirst
Face,presurprise,58,short,,,DurationFirst
Face,presurprise,87,short,,,DurationFirst
Face,presurprise,108,short,,,DurationFirst
Face,presurprise,82,long,,,DurationFirst
Face,presurprise,113,short,,,DurationFirst
Face,presurprise,12,long,,,DurationFirst
Face,presurprise,6,short,,,DurationFirst
Face,presurprise,47,long,,,DurationFirst
Face,presurprise,52,short,,,DurationFirst
Face,presurprise,110,short,,,DurationFirst
Face,presurprise,98,short,,,DurationFirst
Face,presurprise,89,long,,,DurationFirst
Face,presurprise,25,short,,,DurationFirst
Face,presurprise,85,short,,,DurationFirst
Face,presurprise,8,short,,,DurationFirst
Face,presurprise,70,long,,,DurationFirst
Face,presurprise,59,long,,,DurationFirst
Face,presurprise,21,short,,,DurationFirst
Face,presurprise,96,long,,,DurationFirst
Face,presurprise,84,long,,,DurationFirst
Face,presurprise,20,short,,,DurationFirst
Face,presurprise,4,short,,,DurationFirst
Face,presurprise,32,long,,,DurationFirst
Face,presurprise,97,long,,,DurationFirst
