category,orientation,task,stimulusFile,duration,trialType,targetCate,probeOrder,firstPostCategory,correctProbeLocation,orientationProbeLeftFile,orientationProbeRightFile,subjectID,stimIndex,probeLeftIndex,probeRightIndex
Object,Right,nonTarget,nonTargetObject14Right.png,short,presurprise,Face,OrientationFirst,Face,right,,,98,104,,
Face,Right,nonTarget,nonTargetFace13Right.png,short,presurprise,Face,OrientationFirst,Face,right,,,98,49,,
Object,Right,nonTarget,nonTargetObject7Right.png,short,presurprise,Face,OrientationFirst,Face,right,,,98,97,,
Face,Center,Target,TargetFace1Center.png,long,presurprise,Face,OrientationFirst,Face,right,,,98,109,,
Face,Center,nonTarget,nonTargetFace15Center.png,long,presurprise,Face,OrientationFirst,Face,right,,,98,15,,
Face,Center,nonTarget,nonTargetFace6Center.png,short,presurprise,Face,OrientationFirst,Face,right,,,98,6,,
Object,Center,nonTarget,nonTargetObject6Center.png,long,presurprise,Face,OrientationFirst,Face,right,,,98,60,,
Object,Right,nonTarget,nonTargetObject8Right.png,long,presurprise,Face,OrientationFirst,Face,right,,,98,98,,
Object,Center,nonTarget,nonTargetObject17Center.png,short,presurprise,Face,OrientationFirst,Face,right,,,98,71,,
Object,Center,nonTarget,nonTargetObject12Center.png,short,presurprise,Face,OrientationFirst,Face,right,,,98,66,,
Face,Left,nonTarget,nonTargetFace7Left.png,long,presurprise,Face,OrientationFirst,Face,right,,,98,25,,
Face,Right,nonTarget,nonTargetFace14Right.png,long,presurprise,Face,OrientationFirst,Face,right,,,98,50,,
Object,Left,nonTarget,nonTargetObject18Left.png,short,presurprise,Face,OrientationFirst,Face,right,,,98,90,,
Object,Left,nonTarget,nonTargetObject2Left.png,short,presurprise,Face,OrientationFirst,Face,right,,,98,74,,
Object,Right,nonTarget,nonTargetObject9Right.png,short,presurprise,Face,OrientationFirst,Face,right,,,98,99,,
Face,Right,nonTarget,nonTargetFace5Right.png,short,presurprise,Face,OrientationFirst,Face,right,,,98,41,,
Face,Center,nonTarget,nonTargetFace10Center.png,short,presurprise,Face,OrientationFirst,Face,right,,,98,10,,
Face,Left,Target,TargetFace1Left.png,short,presurprise,Face,OrientationFirst,Face,right,,,98,111,,
Object,Right,nonTarget,nonTargetObject15Right.png,long,presurprise,Face,OrientationFirst,Face,right,,,98,105,,
Face,Left,nonTarget,nonTargetFace1Left.png,long,presurprise,Face,OrientationFirst,Face,right,,,98,19,,
Face,Right,nonTarget,nonTargetFace4Right.png,short,presurprise,Face,OrientationFirst,Face,right,,,98,40,,
Face,Right,nonTarget,nonTargetFace2Right.png,long,presurprise,Face,OrientationFirst,Face,right,,,98,38,,
Face,Left,nonTarget,nonTargetFace3Left.png,short,presurprise,Face,OrientationFirst,Face,right,,,98,21,,
Face,Center,Target,TargetFace2Center.png,short,presurprise,Face,OrientationFirst,Face,right,,,98,110,,
Face,Left,Target,TargetFace2Left.png,long,presurprise,Face,OrientationFirst,Face,right,,,98,112,,
Face,Center,nonTarget,nonTargetFace9Center.png,long,presurprise,Face,OrientationFirst,Face,right,,,98,9,,
Object,Center,nonTarget,nonTargetObject11Center.png,long,presurprise,Face,OrientationFirst,Face,right,,,98,65,,
Object,Center,nonTarget,nonTargetObject14Center.png,long,surprise,Face,OrientationFirst,Face,right,nonTargetObject14Right.png,nonTargetObject14Center.png,98,104,86.0,104.0
Face,Right,nonTarget,nonTargetFace11Right.png,long,postsurprise,Face,OrientationFirst,Face,right,nonTargetFace11Right.png,nonTargetFace11Center.png,98,47,47.0,11.0
Object,Center,nonTarget,nonTargetObject16Center.png,long,postsurprise,Face,OrientationFirst,Face,right,nonTargetObject16Center.png,nonTargetObject16Right.png,98,70,70.0,106.0
Face,Center,nonTarget,nonTargetFace2Center.png,long,postsurprise,Face,OrientationFirst,Face,right,nonTargetFace2Center.png,nonTargetFace2Right.png,98,2,2.0,38.0
Object,Left,nonTarget,nonTargetObject6Left.png,short,postsurprise,Face,OrientationFirst,Face,right,nonTargetObject6Center.png,nonTargetObject6Left.png,98,78,60.0,78.0
Object,Right,nonTarget,nonTargetObject6Right.png,long,presurprise,Face,OrientationFirst,Face,right,,,99,96,,
Object,Right,nonTarget,nonTargetObject12Right.png,short,presurprise,Face,OrientationFirst,Face,right,,,99,102,,
Face,Center,nonTarget,nonTargetFace12Center.png,long,presurprise,Face,OrientationFirst,Face,right,,,99,12,,
Face,Center,Target,TargetFace1Center.png,long,presurprise,Face,OrientationFirst,Face,right,,,99,109,,
Face,Center,nonTarget,nonTargetFace17Center.png,short,presurprise,Face,OrientationFirst,Face,right,,,99,17,,
Face,Center,nonTarget,nonTargetFace11Center.png,long,presurprise,Face,OrientationFirst,Face,right,,,99,11,,
Object,Center,nonTarget,nonTargetObject4Center.png,long,presurprise,Face,OrientationFirst,Face,right,,,99,58,,
Face,Center,Target,TargetFace2Center.png,short,presurprise,Face,OrientationFirst,Face,right,,,99,110,,
Object,Left,nonTarget,nonTargetObject17Left.png,short,presurprise,Face,OrientationFirst,Face,right,,,99,89,,
Face,Right,nonTarget,nonTargetFace1Right.png,long,presurprise,Face,OrientationFirst,Face,right,,,99,37,,
Object,Center,nonTarget,nonTargetObject10Center.png,long,presurprise,Face,OrientationFirst,Face,right,,,99,64,,
Face,Right,Target,TargetFace2Right.png,short,presurprise,Face,OrientationFirst,Face,right,,,99,114,,
Face,Center,nonTarget,nonTargetFace5Center.png,short,presurprise,Face,OrientationFirst,Face,right,,,99,5,,
Face,Right,nonTarget,nonTargetFace6Right.png,short,presurprise,Face,OrientationFirst,Face,right,,,99,42,,
Object,Center,nonTarget,nonTargetObject8Center.png,short,presurprise,Face,OrientationFirst,Face,right,,,99,62,,
Face,Right,nonTarget,nonTargetFace13Right.png,short,presurprise,Face,OrientationFirst,Face,right,,,99,49,,
Object,Right,nonTarget,nonTargetObject16Right.png,short,presurprise,Face,OrientationFirst,Face,right,,,99,106,,
Object,Right,nonTarget,nonTargetObject15Right.png,short,presurprise,Face,OrientationFirst,Face,right,,,99,105,,
Face,Left,nonTarget,nonTargetFace3Left.png,long,presurprise,Face,OrientationFirst,Face,right,,,99,21,,
Face,Left,nonTarget,nonTargetFace7Left.png,short,presurprise,Face,OrientationFirst,Face,right,,,99,25,,
Face,Center,nonTarget,nonTargetFace15Center.png,short,presurprise,Face,OrientationFirst,Face,right,,,99,15,,
Face,Right,nonTarget,nonTargetFace4Right.png,long,presurprise,Face,OrientationFirst,Face,right,,,99,40,,
Object,Left,nonTarget,nonTargetObject9Left.png,long,presurprise,Face,OrientationFirst,Face,right,,,99,81,,
Object,Center,nonTarget,nonTargetObject3Center.png,long,presurprise,Face,OrientationFirst,Face,right,,,99,57,,
Object,Left,nonTarget,nonTargetObject5Left.png,short,presurprise,Face,OrientationFirst,Face,right,,,99,77,,
Object,Left,nonTarget,nonTargetObject14Left.png,long,presurprise,Face,OrientationFirst,Face,right,,,99,86,,
Object,Center,nonTarget,nonTargetObject18Center.png,short,presurprise,Face,OrientationFirst,Face,right,,,99,72,,
Face,Left,nonTarget,nonTargetFace2Left.png,long,presurprise,Face,OrientationFirst,Face,right,,,99,20,,
Face,Left,Target,TargetFace2Left.png,long,presurprise,Face,OrientationFirst,Face,right,,,99,112,,
Face,Center,nonTarget,nonTargetFace8Center.png,long,presurprise,Face,OrientationFirst,Face,right,,,99,8,,
Object,Left,nonTarget,nonTargetObject1Left.png,short,presurprise,Face,OrientationFirst,Face,right,,,99,73,,
Face,Left,nonTarget,nonTargetFace18Left.png,long,presurprise,Face,OrientationFirst,Face,right,,,99,36,,
Face,Right,nonTarget,nonTargetFace10Right.png,long,presurprise,Face,OrientationFirst,Face,right,,,99,46,,
Object,Center,nonTarget,nonTargetObject11Center.png,short,presurprise,Face,OrientationFirst,Face,right,,,99,65,,
Object,Right,nonTarget,nonTargetObject2Right.png,long,presurprise,Face,OrientationFirst,Face,right,,,99,92,,
Face,Left,Target,TargetFace1Left.png,long,presurprise,Face,OrientationFirst,Face,right,,,99,111,,
Face,Left,nonTarget,nonTargetFace9Left.png,short,presurprise,Face,OrientationFirst,Face,right,,,99,27,,
Face,Left,nonTarget,nonTargetFace16Left.png,short,presurprise,Face,OrientationFirst,Face,right,,,99,34,,
Face,Right,Target,TargetFace1Right.png,short,presurprise,Face,OrientationFirst,Face,right,,,99,113,,
Object,Right,nonTarget,nonTargetObject7Right.png,long,presurprise,Face,OrientationFirst,Face,right,,,99,97,,
Face,Right,nonTarget,nonTargetFace14Right.png,short,presurprise,Face,OrientationFirst,Face,right,,,99,50,,
Object,Left,nonTarget,nonTargetObject13Left.png,long,presurprise,Face,OrientationFirst,Face,right,,,99,85,,
Object,Right,nonTarget,nonTargetObject2Right.png,long,surprise,Face,OrientationFirst,Face,right,nonTargetObject2Center.png,nonTargetObject2Right.png,99,92,56.0,92.0
Face,Left,nonTarget,nonTargetFace6Left.png,long,postsurprise,Face,OrientationFirst,Face,right,nonTargetFace6Left.png,nonTargetFace6Center.png,99,24,24.0,6.0
Object,Right,nonTarget,nonTargetObject8Right.png,long,postsurprise,Face,OrientationFirst,Face,right,nonTargetObject8Right.png,nonTargetObject8Center.png,99,98,98.0,62.0
Face,Right,nonTarget,nonTargetFace12Right.png,long,postsurprise,Face,OrientationFirst,Face,right,nonTargetFace12Left.png,nonTargetFace12Right.png,99,48,30.0,48.0
Object,Center,nonTarget,nonTargetObject5Center.png,long,postsurprise,Face,OrientationFirst,Face,right,nonTargetObject5Center.png,nonTargetObject5Left.png,99,59,59.0,77.0
Object,Right,nonTarget,nonTargetObject1Right.png,long,presurprise,Face,OrientationFirst,Object,left,,,100,91,,
Object,Left,nonTarget,nonTargetObject17Left.png,long,presurprise,Face,OrientationFirst,Object,left,,,100,89,,
Face,Left,nonTarget,nonTargetFace4Left.png,long,presurprise,Face,OrientationFirst,Object,left,,,100,22,,
Face,Right,nonTarget,nonTargetFace11Right.png,long,presurprise,Face,OrientationFirst,Object,left,,,100,47,,
Object,Left,nonTarget,nonTargetObject11Left.png,long,presurprise,Face,OrientationFirst,Object,left,,,100,83,,
Face,Center,nonTarget,nonTargetFace12Center.png,long,presurprise,Face,OrientationFirst,Object,left,,,100,12,,
Face,Left,nonTarget,nonTargetFace2Left.png,long,presurprise,Face,OrientationFirst,Object,left,,,100,20,,
Face,Right,nonTarget,nonTargetFace18Right.png,short,presurprise,Face,OrientationFirst,Object,left,,,100,54,,
Object,Center,nonTarget,nonTargetObject14Center.png,short,presurprise,Face,OrientationFirst,Object,left,,,100,68,,
Face,Center,nonTarget,nonTargetFace8Center.png,short,presurprise,Face,OrientationFirst,Object,left,,,100,8,,
Object,Left,nonTarget,nonTargetObject10Left.png,short,presurprise,Face,OrientationFirst,Object,left,,,100,82,,
Object,Center,nonTarget,nonTargetObject15Center.png,long,presurprise,Face,OrientationFirst,Object,left,,,100,69,,
Face,Right,nonTarget,nonTargetFace5Right.png,short,presurprise,Face,OrientationFirst,Object,left,,,100,41,,
Face,Center,nonTarget,nonTargetFace17Center.png,long,presurprise,Face,OrientationFirst,Object,left,,,100,17,,
Face,Left,nonTarget,nonTargetFace1Left.png,long,presurprise,Face,OrientationFirst,Object,left,,,100,19,,
Face,Right,Target,TargetFace1Right.png,short,presurprise,Face,OrientationFirst,Object,left,,,100,113,,
Object,Center,nonTarget,nonTargetObject13Center.png,long,presurprise,Face,OrientationFirst,Object,left,,,100,67,,
Object,Right,nonTarget,nonTargetObject6Right.png,short,presurprise,Face,OrientationFirst,Object,left,,,100,96,,
Object,Center,nonTarget,nonTargetObject5Center.png,short,presurprise,Face,OrientationFirst,Object,left,,,100,59,,
Object,Right,nonTarget,nonTargetObject3Right.png,short,presurprise,Face,OrientationFirst,Object,left,,,100,93,,
Object,Right,nonTarget,nonTargetObject9Right.png,long,presurprise,Face,OrientationFirst,Object,left,,,100,99,,
Face,Right,nonTarget,nonTargetFace15Right.png,short,presurprise,Face,OrientationFirst,Object,left,,,100,51,,
Face,Right,nonTarget,nonTargetFace9Right.png,long,presurprise,Face,OrientationFirst,Object,left,,,100,45,,
Face,Left,nonTarget,nonTargetFace6Left.png,short,presurprise,Face,OrientationFirst,Object,left,,,100,24,,
Face,Center,nonTarget,nonTargetFace10Center.png,short,presurprise,Face,OrientationFirst,Object,left,,,100,10,,
Object,Left,nonTarget,nonTargetObject4Left.png,short,presurprise,Face,OrientationFirst,Object,left,,,100,76,,
Face,Center,nonTarget,nonTargetFace7Center.png,short,presurprise,Face,OrientationFirst,Object,left,,,100,7,,
Face,Left,Target,TargetFace1Left.png,long,presurprise,Face,OrientationFirst,Object,left,,,100,111,,
Face,Right,Target,TargetFace2Right.png,long,presurprise,Face,OrientationFirst,Object,left,,,100,114,,
Object,Center,nonTarget,nonTargetObject18Center.png,long,presurprise,Face,OrientationFirst,Object,left,,,100,72,,
Object,Left,nonTarget,nonTargetObject8Left.png,short,presurprise,Face,OrientationFirst,Object,left,,,100,80,,
Face,Right,nonTarget,nonTargetFace14Right.png,long,presurprise,Face,OrientationFirst,Object,left,,,100,50,,
Object,Right,nonTarget,nonTargetObject7Right.png,short,presurprise,Face,OrientationFirst,Object,left,,,100,97,,
Object,Right,nonTarget,nonTargetObject2Right.png,long,presurprise,Face,OrientationFirst,Object,left,,,100,92,,
Face,Left,nonTarget,nonTargetFace13Left.png,short,presurprise,Face,OrientationFirst,Object,left,,,100,31,,
Face,Center,Target,TargetFace1Center.png,short,presurprise,Face,OrientationFirst,Object,left,,,100,109,,
Face,Left,nonTarget,nonTargetFace16Left.png,short,presurprise,Face,OrientationFirst,Object,left,,,100,34,,
Object,Center,nonTarget,nonTargetObject12Center.png,short,presurprise,Face,OrientationFirst,Object,left,,,100,66,,
Object,Left,nonTarget,nonTargetObject16Left.png,long,presurprise,Face,OrientationFirst,Object,left,,,100,88,,
Face,Left,Target,TargetFace2Left.png,short,presurprise,Face,OrientationFirst,Object,left,,,100,112,,
Face,Center,nonTarget,nonTargetFace3Center.png,long,presurprise,Face,OrientationFirst,Object,left,,,100,3,,
Face,Center,Target,TargetFace2Center.png,long,presurprise,Face,OrientationFirst,Object,left,,,100,110,,
Object,Right,nonTarget,nonTargetObject16Right.png,short,surprise,Face,OrientationFirst,Object,left,nonTargetObject16Right.png,nonTargetObject16Left.png,100,106,106.0,70.0
Object,Right,nonTarget,nonTargetObject14Right.png,short,postsurprise,Face,OrientationFirst,Object,left,nonTargetObject14Center.png,nonTargetObject14Right.png,100,104,68.0,104.0
Face,Right,nonTarget,nonTargetFace4Right.png,short,postsurprise,Face,OrientationFirst,Object,left,nonTargetFace4Center.png,nonTargetFace4Right.png,100,40,4.0,40.0
Object,Left,nonTarget,nonTargetObject17Left.png,long,postsurprise,Face,OrientationFirst,Object,left,nonTargetObject17Right.png,nonTargetObject17Left.png,100,89,107.0,89.0
Face,Center,nonTarget,nonTargetFace15Center.png,short,postsurprise,Face,OrientationFirst,Object,left,nonTargetFace15Center.png,nonTargetFace15Left.png,100,15,15.0,33.0
Face,Right,nonTarget,nonTargetFace15Right.png,long,presurprise,Face,OrientationFirst,Object,left,,,101,51,,
Face,Left,Target,TargetFace2Left.png,long,presurprise,Face,OrientationFirst,Object,left,,,101,112,,
Face,Right,Target,TargetFace2Right.png,short,presurprise,Face,OrientationFirst,Object,left,,,101,114,,
Face,Left,nonTarget,nonTargetFace9Left.png,short,presurprise,Face,OrientationFirst,Object,left,,,101,27,,
Face,Left,nonTarget,nonTargetFace6Left.png,long,presurprise,Face,OrientationFirst,Object,left,,,101,24,,
Face,Center,nonTarget,nonTargetFace13Center.png,short,presurprise,Face,OrientationFirst,Object,left,,,101,13,,
Object,Center,nonTarget,nonTargetObject6Center.png,short,presurprise,Face,OrientationFirst,Object,left,,,101,60,,
Object,Center,nonTarget,nonTargetObject13Center.png,short,presurprise,Face,OrientationFirst,Object,left,,,101,67,,
Face,Center,nonTarget,nonTargetFace17Center.png,short,presurprise,Face,OrientationFirst,Object,left,,,101,17,,
Object,Left,nonTarget,nonTargetObject16Left.png,short,presurprise,Face,OrientationFirst,Object,left,,,101,88,,
Object,Left,nonTarget,nonTargetObject11Left.png,short,presurprise,Face,OrientationFirst,Object,left,,,101,83,,
Face,Right,Target,TargetFace1Right.png,short,presurprise,Face,OrientationFirst,Object,left,,,101,113,,
Object,Center,nonTarget,nonTargetObject3Center.png,long,presurprise,Face,OrientationFirst,Object,left,,,101,57,,
Object,Right,nonTarget,nonTargetObject18Right.png,short,presurprise,Face,OrientationFirst,Object,left,,,101,108,,
Face,Right,nonTarget,nonTargetFace18Right.png,short,presurprise,Face,OrientationFirst,Object,left,,,101,54,,
Object,Left,nonTarget,nonTargetObject7Left.png,long,presurprise,Face,OrientationFirst,Object,left,,,101,79,,
Object,Right,nonTarget,nonTargetObject15Right.png,long,presurprise,Face,OrientationFirst,Object,left,,,101,105,,
Face,Left,nonTarget,nonTargetFace14Left.png,long,presurprise,Face,OrientationFirst,Object,left,,,101,32,,
Face,Left,nonTarget,nonTargetFace5Left.png,short,presurprise,Face,OrientationFirst,Object,left,,,101,23,,
Face,Left,nonTarget,nonTargetFace12Left.png,short,presurprise,Face,OrientationFirst,Object,left,,,101,30,,
Object,Center,nonTarget,nonTargetObject12Center.png,long,presurprise,Face,OrientationFirst,Object,left,,,101,66,,
Face,Center,nonTarget,nonTargetFace1Center.png,long,presurprise,Face,OrientationFirst,Object,left,,,101,1,,
Object,Right,nonTarget,nonTargetObject9Right.png,long,presurprise,Face,OrientationFirst,Object,left,,,101,99,,
Face,Center,Target,TargetFace2Center.png,long,presurprise,Face,OrientationFirst,Object,left,,,101,110,,
Object,Right,nonTarget,nonTargetObject10Right.png,long,presurprise,Face,OrientationFirst,Object,left,,,101,100,,
Object,Right,nonTarget,nonTargetObject14Right.png,short,presurprise,Face,OrientationFirst,Object,left,,,101,104,,
Face,Right,nonTarget,nonTargetFace2Right.png,long,presurprise,Face,OrientationFirst,Object,left,,,101,38,,
Face,Center,Target,TargetFace1Center.png,long,presurprise,Face,OrientationFirst,Object,left,,,101,109,,
Object,Center,nonTarget,nonTargetObject4Center.png,short,presurprise,Face,OrientationFirst,Object,left,,,101,58,,
Object,Left,nonTarget,nonTargetObject1Left.png,short,presurprise,Face,OrientationFirst,Object,left,,,101,73,,
Face,Right,nonTarget,nonTargetFace4Right.png,short,presurprise,Face,OrientationFirst,Object,left,,,101,40,,
Object,Left,nonTarget,nonTargetObject17Left.png,long,presurprise,Face,OrientationFirst,Object,left,,,101,89,,
Object,Left,nonTarget,nonTargetObject8Left.png,long,presurprise,Face,OrientationFirst,Object,left,,,101,80,,
Face,Right,nonTarget,nonTargetFace16Right.png,long,presurprise,Face,OrientationFirst,Object,left,,,101,52,,
Face,Center,nonTarget,nonTargetFace3Center.png,short,presurprise,Face,OrientationFirst,Object,left,,,101,3,,
Face,Right,nonTarget,nonTargetFace10Right.png,short,presurprise,Face,OrientationFirst,Object,left,,,101,46,,
Face,Left,Target,TargetFace1Left.png,short,presurprise,Face,OrientationFirst,Object,left,,,101,111,,
Face,Center,nonTarget,nonTargetFace11Center.png,long,presurprise,Face,OrientationFirst,Object,left,,,101,11,,
Object,Right,nonTarget,nonTargetObject2Right.png,short,presurprise,Face,OrientationFirst,Object,left,,,101,92,,
Face,Center,nonTarget,nonTargetFace7Center.png,long,presurprise,Face,OrientationFirst,Object,left,,,101,7,,
Face,Left,nonTarget,nonTargetFace8Left.png,long,presurprise,Face,OrientationFirst,Object,left,,,101,26,,
Object,Center,nonTarget,nonTargetObject5Center.png,long,presurprise,Face,OrientationFirst,Object,left,,,101,59,,
Object,Center,nonTarget,nonTargetObject12Center.png,short,surprise,Face,OrientationFirst,Object,left,nonTargetObject12Center.png,nonTargetObject12Right.png,101,102,102.0,66.0
Object,Right,nonTarget,nonTargetObject7Right.png,short,postsurprise,Face,OrientationFirst,Object,left,nonTargetObject7Right.png,nonTargetObject7Center.png,101,97,97.0,61.0
Face,Right,nonTarget,nonTargetFace10Right.png,short,postsurprise,Face,OrientationFirst,Object,left,nonTargetFace10Right.png,nonTargetFace10Center.png,101,46,46.0,10.0
Object,Center,nonTarget,nonTargetObject5Center.png,short,postsurprise,Face,OrientationFirst,Object,left,nonTargetObject5Center.png,nonTargetObject5Left.png,101,59,59.0,77.0
Face,Left,nonTarget,nonTargetFace18Left.png,short,postsurprise,Face,OrientationFirst,Object,left,nonTargetFace18Center.png,nonTargetFace18Left.png,101,36,18.0,36.0
Face,Right,nonTarget,nonTargetFace14Right.png,long,presurprise,Face,OrientationFirst,Object,left,,,102,50,,
Object,Left,nonTarget,nonTargetObject13Left.png,long,presurprise,Face,OrientationFirst,Object,left,,,102,85,,
Face,Center,nonTarget,nonTargetFace1Center.png,long,presurprise,Face,OrientationFirst,Object,left,,,102,1,,
Face,Right,nonTarget,nonTargetFace5Right.png,short,presurprise,Face,OrientationFirst,Object,left,,,102,41,,
Face,Left,Target,TargetFace1Left.png,short,presurprise,Face,OrientationFirst,Object,left,,,102,111,,
Face,Center,nonTarget,nonTargetFace17Center.png,short,presurprise,Face,OrientationFirst,Object,left,,,102,17,,
Face,Left,nonTarget,nonTargetFace7Left.png,long,presurprise,Face,OrientationFirst,Object,left,,,102,25,,
Face,Left,nonTarget,nonTargetFace9Left.png,long,presurprise,Face,OrientationFirst,Object,left,,,102,27,,
Object,Right,nonTarget,nonTargetObject3Right.png,long,presurprise,Face,OrientationFirst,Object,left,,,102,93,,
Object,Right,nonTarget,nonTargetObject10Right.png,short,presurprise,Face,OrientationFirst,Object,left,,,102,100,,
Object,Center,nonTarget,nonTargetObject7Center.png,short,presurprise,Face,OrientationFirst,Object,left,,,102,61,,
Object,Left,nonTarget,nonTargetObject1Left.png,long,presurprise,Face,OrientationFirst,Object,left,,,102,73,,
Face,Center,nonTarget,nonTargetFace2Center.png,long,presurprise,Face,OrientationFirst,Object,left,,,102,2,,
Face,Right,nonTarget,nonTargetFace11Right.png,long,presurprise,Face,OrientationFirst,Object,left,,,102,47,,
Face,Right,nonTarget,nonTargetFace8Right.png,short,presurprise,Face,OrientationFirst,Object,left,,,102,44,,
Face,Right,nonTarget,nonTargetFace16Right.png,long,presurprise,Face,OrientationFirst,Object,left,,,102,52,,
Object,Left,nonTarget,nonTargetObject6Left.png,short,presurprise,Face,OrientationFirst,Object,left,,,102,78,,
Object,Right,nonTarget,nonTargetObject4Right.png,long,presurprise,Face,OrientationFirst,Object,left,,,102,94,,
Object,Right,nonTarget,nonTargetObject8Right.png,short,presurprise,Face,OrientationFirst,Object,left,,,102,98,,
Face,Center,nonTarget,nonTargetFace10Center.png,short,presurprise,Face,OrientationFirst,Object,left,,,102,10,,
Face,Center,nonTarget,nonTargetFace18Center.png,long,presurprise,Face,OrientationFirst,Object,left,,,102,18,,
Object,Right,nonTarget,nonTargetObject17Right.png,long,presurprise,Face,OrientationFirst,Object,left,,,102,107,,
Face,Left,nonTarget,nonTargetFace15Left.png,short,presurprise,Face,OrientationFirst,Object,left,,,102,33,,
Face,Left,nonTarget,nonTargetFace12Left.png,short,presurprise,Face,OrientationFirst,Object,left,,,102,30,,
Object,Center,nonTarget,nonTargetObject18Center.png,long,presurprise,Face,OrientationFirst,Object,left,,,102,72,,
Face,Left,nonTarget,nonTargetFace3Left.png,long,presurprise,Face,OrientationFirst,Object,left,,,102,21,,
Object,Right,nonTarget,nonTargetObject12Right.png,short,presurprise,Face,OrientationFirst,Object,left,,,102,102,,
Face,Center,nonTarget,nonTargetFace13Center.png,short,presurprise,Face,OrientationFirst,Object,left,,,102,13,,
Object,Center,nonTarget,nonTargetObject2Center.png,long,presurprise,Face,OrientationFirst,Object,left,,,102,56,,
Object,Left,nonTarget,nonTargetObject16Left.png,short,presurprise,Face,OrientationFirst,Object,left,,,102,88,,
Face,Right,Target,TargetFace1Right.png,long,presurprise,Face,OrientationFirst,Object,left,,,102,113,,
Object,Center,nonTarget,nonTargetObject11Center.png,short,presurprise,Face,OrientationFirst,Object,left,,,102,65,,
Face,Center,Target,TargetFace2Center.png,short,presurprise,Face,OrientationFirst,Object,left,,,102,110,,
Face,Center,Target,TargetFace1Center.png,long,presurprise,Face,OrientationFirst,Object,left,,,102,109,,
Object,Left,nonTarget,nonTargetObject5Left.png,long,presurprise,Face,OrientationFirst,Object,left,,,102,77,,
Face,Right,nonTarget,nonTargetFace4Right.png,short,presurprise,Face,OrientationFirst,Object,left,,,102,40,,
Object,Center,nonTarget,nonTargetObject15Center.png,short,presurprise,Face,OrientationFirst,Object,left,,,102,69,,
Object,Center,nonTarget,nonTargetObject9Center.png,long,presurprise,Face,OrientationFirst,Object,left,,,102,63,,
Object,Left,nonTarget,nonTargetObject14Left.png,short,presurprise,Face,OrientationFirst,Object,left,,,102,86,,
Face,Right,Target,TargetFace2Right.png,long,presurprise,Face,OrientationFirst,Object,left,,,102,114,,
Face,Left,Target,TargetFace2Left.png,short,presurprise,Face,OrientationFirst,Object,left,,,102,112,,
Face,Left,nonTarget,nonTargetFace6Left.png,short,presurprise,Face,OrientationFirst,Object,left,,,102,24,,
Object,Right,nonTarget,nonTargetObject10Right.png,short,surprise,Face,OrientationFirst,Object,left,nonTargetObject10Right.png,nonTargetObject10Center.png,102,100,100.0,82.0
Object,Center,nonTarget,nonTargetObject17Center.png,short,postsurprise,Face,OrientationFirst,Object,left,nonTargetObject17Center.png,nonTargetObject17Right.png,102,71,71.0,107.0
Face,Center,nonTarget,nonTargetFace2Center.png,long,postsurprise,Face,OrientationFirst,Object,left,nonTargetFace2Center.png,nonTargetFace2Right.png,102,2,2.0,38.0
Object,Right,nonTarget,nonTargetObject14Right.png,long,postsurprise,Face,OrientationFirst,Object,left,nonTargetObject14Center.png,nonTargetObject14Right.png,102,104,68.0,104.0
Face,Left,nonTarget,nonTargetFace16Left.png,long,postsurprise,Face,OrientationFirst,Object,left,nonTargetFace16Left.png,nonTargetFace16Center.png,102,34,34.0,16.0
Object,Center,nonTarget,nonTargetObject16Center.png,long,presurprise,Face,OrientationFirst,Object,left,,,103,70,,
Face,Left,Target,TargetFace2Left.png,long,presurprise,Face,OrientationFirst,Object,left,,,103,112,,
Object,Right,nonTarget,nonTargetObject13Right.png,short,presurprise,Face,OrientationFirst,Object,left,,,103,103,,
Face,Right,Target,TargetFace2Right.png,short,presurprise,Face,OrientationFirst,Object,left,,,103,114,,
Face,Right,nonTarget,nonTargetFace7Right.png,short,presurprise,Face,OrientationFirst,Object,left,,,103,43,,
Object,Center,nonTarget,nonTargetObject17Center.png,long,presurprise,Face,OrientationFirst,Object,left,,,103,71,,
Face,Center,nonTarget,nonTargetFace13Center.png,short,presurprise,Face,OrientationFirst,Object,left,,,103,13,,
Object,Right,nonTarget,nonTargetObject9Right.png,long,presurprise,Face,OrientationFirst,Object,left,,,103,99,,
Face,Right,nonTarget,nonTargetFace4Right.png,short,presurprise,Face,OrientationFirst,Object,left,,,103,40,,
Object,Left,nonTarget,nonTargetObject5Left.png,long,presurprise,Face,OrientationFirst,Object,left,,,103,77,,
Object,Center,nonTarget,nonTargetObject11Center.png,short,presurprise,Face,OrientationFirst,Object,left,,,103,65,,
Face,Center,Target,TargetFace2Center.png,long,presurprise,Face,OrientationFirst,Object,left,,,103,110,,
Object,Left,nonTarget,nonTargetObject12Left.png,short,presurprise,Face,OrientationFirst,Object,left,,,103,84,,
Face,Right,nonTarget,nonTargetFace5Right.png,long,presurprise,Face,OrientationFirst,Object,left,,,103,41,,
Face,Center,nonTarget,nonTargetFace9Center.png,long,presurprise,Face,OrientationFirst,Object,left,,,103,9,,
Face,Right,nonTarget,nonTargetFace17Right.png,long,presurprise,Face,OrientationFirst,Object,left,,,103,53,,
Face,Left,nonTarget,nonTargetFace3Left.png,long,presurprise,Face,OrientationFirst,Object,left,,,103,21,,
