targetCate,category,duration,orientation,task,stimulusFile,subjectID,stimIndex
Face,Object,short,Left,nonTarget,nonTargetObject5Left-Practice.png,70,77
Face,Face,short,Left,nonTarget,nonTargetFace15Left-Practice.png,70,33
Face,Face,short,Left,nonTarget,nonTargetFace10Left-Practice.png,70,28
Face,Face,long,Left,Target,targetFace2Left-Practice.png,70,112
Face,Object,short,Center,nonTarget,nonTargetObject7Center-Practice.png,70,61
Face,Object,long,Left,nonTarget,nonTargetObject2Left-Practice.png,70,74
Face,Face,long,Right,Target,targetFace1Right-Practice.png,71,113
Face,Face,long,Left,nonTarget,nonTargetFace6Left-Practice.png,71,24
Face,Object,short,Center,nonTarget,nonTargetObject13Center-Practice.png,71,67
Face,Face,short,Right,nonTarget,nonTargetFace4Right-Practice.png,71,40
Face,Object,long,Center,nonTarget,nonTargetObject2Center-Practice.png,71,56
Face,Face,long,Center,nonTarget,nonTargetFace9Center-Practice.png,71,9
Face,Object,long,Center,nonTarget,nonTargetObject16Center-Practice.png,71,70
Face,Face,short,Left,nonTarget,nonTargetFace17Left-Practice.png,71,35
Face,Object,long,Left,nonTarget,nonTargetObject10Left-Practice.png,71,82
Face,Face,short,Right,nonTarget,nonTargetFace9Right-Practice.png,71,45
Face,Face,long,Right,Target,targetFace2Right-Practice.png,71,114
Face,Object,short,Center,nonTarget,nonTargetObject18Center-Practice.png,71,72
Face,Object,long,Center,nonTarget,nonTargetObject12Center-Practice.png,71,66
Face,Face,short,Left,nonTarget,nonTargetFace2Left-Practice.png,71,20
Face,Face,long,Right,nonTarget,nonTargetFace16Right-Practice.png,72,52
Face,Face,short,Right,nonTarget,nonTargetFace2Right-Practice.png,72,38
Face,Face,long,Center,Target,targetFace2Center-Practice.png,72,110
Face,Object,short,Left,nonTarget,nonTargetObject11Left-Practice.png,72,83
Face,Object,short,Right,nonTarget,nonTargetObject5Right-Practice.png,72,95
Face,Face,long,Center,nonTarget,nonTargetFace8Center-Practice.png,72,8
Face,Face,long,Left,Target,targetFace1Left-Practice.png,72,111
Face,Object,long,Center,nonTarget,nonTargetObject9Center-Practice.png,72,63
Face,Face,long,Left,nonTarget,nonTargetFace12Left-Practice.png,72,30
Face,Face,short,Center,nonTarget,nonTargetFace13Center-Practice.png,72,13
Face,Object,short,Left,nonTarget,nonTargetObject16Left-Practice.png,72,88
Face,Object,short,Right,nonTarget,nonTargetObject2Right-Practice.png,72,92
Face,Object,short,Right,nonTarget,nonTargetObject12Right-Practice.png,72,102
Face,Face,short,Center,nonTarget,nonTargetFace9Center-Practice.png,72,9
Face,Face,short,Center,nonTarget,nonTargetFace2Center-Practice.png,73,2
Face,Object,short,Right,nonTarget,nonTargetObject16Right-Practice.png,73,106
Face,Object,short,Center,nonTarget,nonTargetObject6Center-Practice.png,73,60
Face,Face,short,Right,nonTarget,nonTargetFace15Right-Practice.png,73,51
Face,Face,short,Right,nonTarget,nonTargetFace13Right-Practice.png,73,49
Face,Face,short,Center,nonTarget,nonTargetFace17Center-Practice.png,73,17
Face,Object,long,Center,nonTarget,nonTargetObject11Center-Practice.png,73,65
Face,Object,short,Center,nonTarget,nonTargetObject12Center-Practice.png,73,66
Face,Object,long,Left,nonTarget,nonTargetObject10Left-Practice.png,73,82
Face,Face,short,Left,Target,targetFace1Left-Practice.png,73,111
Face,Face,short,Right,Target,targetFace2Right-Practice.png,73,114
Face,Face,long,Right,nonTarget,nonTargetFace12Right-Practice.png,73,48
Face,Face,long,Left,nonTarget,nonTargetFace10Left-Practice.png,73,28
Face,Object,long,Center,nonTarget,nonTargetObject7Center-Practice.png,73,61
Face,Object,long,Left,nonTarget,nonTargetObject4Left-Practice.png,74,76
Face,Face,short,Center,nonTarget,nonTargetFace15Center-Practice.png,74,15
Face,Face,short,Center,nonTarget,nonTargetFace17Center-Practice.png,74,17
Face,Face,long,Right,nonTarget,nonTargetFace16Right-Practice.png,74,52
Face,Face,long,Left,Target,targetFace1Left-Practice.png,74,111
Face,Object,long,Left,nonTarget,nonTargetObject12Left-Practice.png,74,84
Face,Face,short,Center,nonTarget,nonTargetFace5Center-Practice.png,74,5
Face,Face,short,Center,nonTarget,nonTargetFace6Center-Practice.png,74,6
Face,Object,short,Center,nonTarget,nonTargetObject11Center-Practice.png,74,65
Face,Face,long,Center,nonTarget,nonTargetFace3Center-Practice.png,74,3
Face,Object,long,Left,nonTarget,nonTargetObject18Left-Practice.png,74,90
Face,Object,long,Right,nonTarget,nonTargetObject4Right-Practice.png,74,94
Face,Object,short,Left,nonTarget,nonTargetObject16Left-Practice.png,74,88
Face,Face,short,Center,Target,targetFace2Center-Practice.png,74,110
Face,Face,short,Center,nonTarget,nonTargetFace5Center-Practice.png,75,5
Face,Face,short,Center,nonTarget,nonTargetFace11Center-Practice.png,75,11
Face,Object,long,Center,nonTarget,nonTargetObject11Center-Practice.png,75,65
Face,Face,short,Left,Target,targetFace2Left-Practice.png,75,112
Face,Face,short,Left,nonTarget,nonTargetFace6Left-Practice.png,75,24
Face,Face,long,Right,nonTarget,nonTargetFace3Right-Practice.png,75,39
Face,Object,long,Right,nonTarget,nonTargetObject6Right-Practice.png,75,96
Face,Object,long,Center,nonTarget,nonTargetObject14Center-Practice.png,75,68
Face,Object,short,Center,nonTarget,nonTargetObject18Center-Practice.png,75,72
Face,Object,short,Center,nonTarget,nonTargetObject6Center-Practice.png,75,60
Face,Object,short,Left,nonTarget,nonTargetObject7Left-Practice.png,75,79
Face,Face,short,Right,nonTarget,nonTargetFace1Right-Practice.png,75,37
Face,Face,long,Left,Target,targetFace1Left-Practice.png,75,111
Face,Face,short,Center,nonTarget,nonTargetFace10Center-Practice.png,75,10
Face,Object,long,Left,nonTarget,nonTargetObject5Left-Practice.png,76,77
Face,Face,long,Center,nonTarget,nonTargetFace17Center-Practice.png,76,17
Face,Face,long,Right,nonTarget,nonTargetFace5Right-Practice.png,76,41
Face,Object,long,Right,nonTarget,nonTargetObject15Right-Practice.png,76,105
Face,Face,short,Center,nonTarget,nonTargetFace16Center-Practice.png,76,16
Face,Object,short,Right,nonTarget,nonTargetObject4Right-Practice.png,76,94
Face,Face,long,Center,nonTarget,nonTargetFace12Center-Practice.png,76,12
Face,Object,long,Right,nonTarget,nonTargetObject7Right-Practice.png,76,97
Face,Face,long,Right,nonTarget,nonTargetFace6Right-Practice.png,76,42
Face,Face,short,Left,Target,targetFace2Left-Practice.png,76,112
Face,Object,short,Left,nonTarget,nonTargetObject15Left-Practice.png,76,87
Face,Object,short,Center,nonTarget,nonTargetObject14Center-Practice.png,76,68
Face,Face,short,Right,Target,targetFace1Right-Practice.png,76,113
Face,Face,short,Right,nonTarget,nonTargetFace12Right-Practice.png,76,48
Face,Object,long,Center,nonTarget,nonTargetObject16Center-Practice.png,77,70
Face,Face,long,Center,nonTarget,nonTargetFace4Center-Practice.png,77,4
Face,Object,long,Center,nonTarget,nonTargetObject9Center-Practice.png,77,63
Face,Object,long,Right,nonTarget,nonTargetObject18Right-Practice.png,77,108
Face,Object,short,Right,nonTarget,nonTargetObject16Right-Practice.png,77,106
Face,Object,short,Left,nonTarget,nonTargetObject1Left-Practice.png,77,73
Face,Face,short,Center,nonTarget,nonTargetFace15Center-Practice.png,77,15
Face,Face,long,Center,nonTarget,nonTargetFace3Center-Practice.png,77,3
Face,Face,long,Right,Target,targetFace1Right-Practice.png,77,113
Face,Face,long,Right,nonTarget,nonTargetFace11Right-Practice.png,77,47
Face,Object,short,Right,nonTarget,nonTargetObject5Right-Practice.png,77,95
Face,Face,short,Center,Target,targetFace2Center-Practice.png,77,110
Face,Face,long,Center,nonTarget,nonTargetFace8Center-Practice.png,77,8
Face,Face,long,Right,nonTarget,nonTargetFace12Right-Practice.png,77,48
Face,Object,short,Left,nonTarget,nonTargetObject13Left-Practice.png,78,85
Face,Face,short,Left,nonTarget,nonTargetFace7Left-Practice.png,78,25
Face,Object,long,Left,nonTarget,nonTargetObject14Left-Practice.png,78,86
Face,Face,short,Center,nonTarget,nonTargetFace5Center-Practice.png,78,5
Face,Face,short,Center,nonTarget,nonTargetFace15Center-Practice.png,78,15
Face,Face,short,Right,Target,targetFace2Right-Practice.png,78,114
Face,Face,long,Center,nonTarget,nonTargetFace2Center-Practice.png,78,2
Face,Face,long,Center,nonTarget,nonTargetFace18Center-Practice.png,78,18
Face,Object,long,Left,nonTarget,nonTargetObject11Left-Practice.png,78,83
Face,Object,long,Right,nonTarget,nonTargetObject13Right-Practice.png,78,103
Face,Face,long,Center,Target,targetFace1Center-Practice.png,78,109
Face,Object,long,Left,nonTarget,nonTargetObject10Left-Practice.png,78,82
Face,Object,long,Left,nonTarget,nonTargetObject16Left-Practice.png,78,88
Face,Face,long,Right,nonTarget,nonTargetFace2Right-Practice.png,78,38
Face,Face,short,Center,nonTarget,nonTargetFace1Center-Practice.png,79,1
Face,Face,short,Center,nonTarget,nonTargetFace11Center-Practice.png,79,11
Face,Object,long,Right,nonTarget,nonTargetObject15Right-Practice.png,79,105
Face,Object,long,Center,nonTarget,nonTargetObject5Center-Practice.png,79,59
Face,Object,long,Right,nonTarget,nonTargetObject16Right-Practice.png,79,106
Face,Face,short,Center,Target,targetFace2Center-Practice.png,79,110
Face,Face,long,Center,Target,targetFace1Center-Practice.png,79,109
Face,Face,short,Center,nonTarget,nonTargetFace13Center-Practice.png,79,13
Face,Object,long,Right,nonTarget,nonTargetObject11Right-Practice.png,79,101
Face,Face,short,Right,nonTarget,nonTargetFace17Right-Practice.png,79,53
Face,Face,short,Left,nonTarget,nonTargetFace13Left-Practice.png,79,31
Face,Object,short,Right,nonTarget,nonTargetObject17Right-Practice.png,79,107
Face,Object,long,Left,nonTarget,nonTargetObject9Left-Practice.png,79,81
Face,Face,short,Center,nonTarget,nonTargetFace16Center-Practice.png,79,16
Face,Face,long,Right,nonTarget,nonTargetFace9Right-Practice.png,80,45
Face,Face,long,Right,nonTarget,nonTargetFace1Right-Practice.png,80,37
Face,Object,long,Center,nonTarget,nonTargetObject11Center-Practice.png,80,65
Face,Face,long,Right,nonTarget,nonTargetFace5Right-Practice.png,80,41
Face,Object,long,Center,nonTarget,nonTargetObject14Center-Practice.png,80,68
Face,Face,long,Left,nonTarget,nonTargetFace17Left-Practice.png,80,35
Face,Face,long,Center,Target,targetFace1Center-Practice.png,80,109
Face,Object,long,Center,nonTarget,nonTargetObject12Center-Practice.png,80,66
Face,Face,long,Right,nonTarget,nonTargetFace14Right-Practice.png,80,50
Face,Object,long,Right,nonTarget,nonTargetObject10Right-Practice.png,80,100
Face,Object,short,Center,nonTarget,nonTargetObject6Center-Practice.png,80,60
Face,Face,short,Right,Target,targetFace2Right-Practice.png,80,114
Face,Object,short,Right,nonTarget,nonTargetObject17Right-Practice.png,80,107
Face,Face,short,Right,nonTarget,nonTargetFace11Right-Practice.png,80,47
Face,Object,long,Center,nonTarget,nonTargetObject5Center-Practice.png,81,59
Face,Face,short,Center,Target,targetFace2Center-Practice.png,81,110
Face,Face,long,Right,Target,targetFace1Right-Practice.png,81,113
Face,Object,long,Center,nonTarget,nonTargetObject9Center-Practice.png,81,63
Face,Face,short,Center,nonTarget,nonTargetFace8Center-Practice.png,81,8
Face,Face,short,Left,nonTarget,nonTargetFace5Left-Practice.png,81,23
Face,Face,long,Left,nonTarget,nonTargetFace6Left-Practice.png,81,24
Face,Face,long,Right,nonTarget,nonTargetFace4Right-Practice.png,81,40
Face,Object,long,Left,nonTarget,nonTargetObject4Left-Practice.png,81,76
Face,Object,long,Right,nonTarget,nonTargetObject10Right-Practice.png,81,100
Face,Face,short,Right,nonTarget,nonTargetFace16Right-Practice.png,81,52
Face,Object,long,Left,nonTarget,nonTargetObject10Left-Practice.png,81,82
Face,Face,long,Right,nonTarget,nonTargetFace18Right-Practice.png,81,54
Face,Object,short,Right,nonTarget,nonTargetObject5Right-Practice.png,81,95
Face,Face,long,Right,nonTarget,nonTargetFace16Right-Practice.png,82,52
Face,Object,short,Right,nonTarget,nonTargetObject2Right-Practice.png,82,92
Face,Face,long,Right,nonTarget,nonTargetFace4Right-Practice.png,82,40
Face,Face,short,Right,nonTarget,nonTargetFace8Right-Practice.png,82,44
Face,Object,long,Left,nonTarget,nonTargetObject7Left-Practice.png,82,79
Face,Face,long,Center,nonTarget,nonTargetFace2Center-Practice.png,82,2
Face,Face,long,Right,nonTarget,nonTargetFace7Right-Practice.png,82,43
Face,Object,short,Right,nonTarget,nonTargetObject9Right-Practice.png,82,99
Face,Object,short,Left,nonTarget,nonTargetObject4Left-Practice.png,82,76
Face,Face,short,Left,Target,targetFace2Left-Practice.png,82,112
Face,Object,long,Center,nonTarget,nonTargetObject4Center-Practice.png,82,58
Face,Face,long,Center,Target,targetFace1Center-Practice.png,82,109
Face,Object,short,Left,nonTarget,nonTargetObject5Left-Practice.png,82,77
Face,Face,long,Left,nonTarget,nonTargetFace6Left-Practice.png,82,24
Face,Face,short,Center,nonTarget,nonTargetFace7Center-Practice.png,83,7
Face,Object,short,Center,nonTarget,nonTargetObject3Center-Practice.png,83,57
Face,Face,short,Center,nonTarget,nonTargetFace5Center-Practice.png,83,5
Face,Object,short,Left,nonTarget,nonTargetObject4Left-Practice.png,83,76
Face,Face,long,Left,nonTarget,nonTargetFace18Left-Practice.png,83,36
Face,Face,long,Left,nonTarget,nonTargetFace11Left-Practice.png,83,29
Face,Object,short,Left,nonTarget,nonTargetObject5Left-Practice.png,83,77
Face,Face,short,Right,nonTarget,nonTargetFace18Right-Practice.png,83,54
Face,Face,long,Center,Target,targetFace1Center-Practice.png,83,109
Face,Object,long,Right,nonTarget,nonTargetObject13Right-Practice.png,83,103
Face,Object,short,Right,nonTarget,nonTargetObject9Right-Practice.png,83,99
Face,Object,short,Center,nonTarget,nonTargetObject17Center-Practice.png,83,71
Face,Face,short,Center,Target,targetFace2Center-Practice.png,83,110
Face,Face,long,Left,nonTarget,nonTargetFace5Left-Practice.png,83,23
Face,Object,long,Left,nonTarget,nonTargetObject16Left-Practice.png,84,88
Face,Face,long,Center,nonTarget,nonTargetFace16Center-Practice.png,84,16
Face,Object,short,Right,nonTarget,nonTargetObject15Right-Practice.png,84,105
Face,Face,long,Left,nonTarget,nonTargetFace4Left-Practice.png,84,22
Face,Face,short,Left,Target,targetFace1Left-Practice.png,84,111
Face,Face,short,Left,Target,targetFace2Left-Practice.png,84,112
Face,Face,short,Right,nonTarget,nonTargetFace10Right-Practice.png,84,46
Face,Object,short,Left,nonTarget,nonTargetObject13Left-Practice.png,84,85
Face,Face,short,Left,nonTarget,nonTargetFace11Left-Practice.png,84,29
Face,Object,short,Left,nonTarget,nonTargetObject4Left-Practice.png,84,76
Face,Object,long,Right,nonTarget,nonTargetObject10Right-Practice.png,84,100
Face,Face,short,Right,nonTarget,nonTargetFace5Right-Practice.png,84,41
Face,Face,long,Right,nonTarget,nonTargetFace8Right-Practice.png,84,44
Face,Object,long,Left,nonTarget,nonTargetObject15Left-Practice.png,84,87
Face,Face,short,Right,nonTarget,nonTargetFace17Right-Practice.png,85,53
Face,Object,long,Right,nonTarget,nonTargetObject2Right-Practice.png,85,92
Face,Object,short,Right,nonTarget,nonTargetObject16Right-Practice.png,85,106
Face,Face,long,Right,Target,targetFace1Right-Practice.png,85,113
Face,Object,long,Right,nonTarget,nonTargetObject8Right-Practice.png,85,98
Face,Object,long,Left,nonTarget,nonTargetObject6Left-Practice.png,85,78
Face,Face,long,Right,nonTarget,nonTargetFace8Right-Practice.png,85,44
Face,Object,short,Left,nonTarget,nonTargetObject15Left-Practice.png,85,87
Face,Face,short,Center,nonTarget,nonTargetFace17Center-Practice.png,85,17
Face,Face,short,Right,nonTarget,nonTargetFace6Right-Practice.png,85,42
Face,Face,short,Left,Target,targetFace2Left-Practice.png,85,112
Face,Face,short,Center,nonTarget,nonTargetFace15Center-Practice.png,85,15
Face,Face,short,Left,nonTarget,nonTargetFace16Left-Practice.png,85,34
Face,Object,short,Left,nonTarget,nonTargetObject11Left-Practice.png,85,83
Face,Face,long,Center,nonTarget,nonTargetFace9Center-Practice.png,86,9
Face,Face,short,Center,Target,targetFace1Center-Practice.png,86,109
Face,Object,long,Left,nonTarget,nonTargetObject2Left-Practice.png,86,74
Face,Face,long,Center,nonTarget,nonTargetFace7Center-Practice.png,86,7
Face,Face,long,Left,nonTarget,nonTargetFace11Left-Practice.png,86,29
Face,Face,short,Center,Target,targetFace2Center-Practice.png,86,110
Face,Object,long,Right,nonTarget,nonTargetObject8Right-Practice.png,86,98
Face,Object,short,Right,nonTarget,nonTargetObject1Right-Practice.png,86,91
Face,Face,short,Center,nonTarget,nonTargetFace8Center-Practice.png,86,8
Face,Object,short,Center,nonTarget,nonTargetObject3Center-Practice.png,86,57
Face,Face,long,Center,nonTarget,nonTargetFace11Center-Practice.png,86,11
Face,Object,long,Left,nonTarget,nonTargetObject9Left-Practice.png,86,81
Face,Face,long,Center,nonTarget,nonTargetFace15Center-Practice.png,86,15
Face,Object,short,Right,nonTarget,nonTargetObject4Right-Practice.png,86,94
Face,Face,short,Left,nonTarget,nonTargetFace6Left-Practice.png,87,24
Face,Object,long,Left,nonTarget,nonTargetObject13Left-Practice.png,87,85
Face,Face,long,Center,nonTarget,nonTargetFace9Center-Practice.png,87,9
Face,Object,long,Left,nonTarget,nonTargetObject15Left-Practice.png,87,87
Face,Object,long,Center,nonTarget,nonTargetObject10Center-Practice.png,87,64
Face,Face,long,Right,Target,targetFace2Right-Practice.png,87,114
Face,Object,short,Right,nonTarget,nonTargetObject11Right-Practice.png,87,101
Face,Object,short,Right,nonTarget,nonTargetObject14Right-Practice.png,87,104
Face,Face,long,Center,nonTarget,nonTargetFace1Center-Practice.png,87,1
Face,Face,long,Center,nonTarget,nonTargetFace16Center-Practice.png,87,16
Face,Face,short,Left,Target,targetFace1Left-Practice.png,87,111
Face,Object,long,Right,nonTarget,nonTargetObject17Right-Practice.png,87,107
Face,Face,short,Left,nonTarget,nonTargetFace17Left-Practice.png,87,35
Face,Face,short,Center,nonTarget,nonTargetFace2Center-Practice.png,87,2
Face,Face,short,Right,nonTarget,nonTargetFace10Right-Practice.png,88,46
Face,Face,short,Right,Target,targetFace1Right-Practice.png,88,113
Face,Face,short,Center,nonTarget,nonTargetFace7Center-Practice.png,88,7
Face,Face,short,Right,nonTarget,nonTargetFace17Right-Practice.png,88,53
Face,Object,short,Right,nonTarget,nonTargetObject3Right-Practice.png,88,93
Face,Object,long,Right,nonTarget,nonTargetObject9Right-Practice.png,88,99
Face,Object,long,Left,nonTarget,nonTargetObject18Left-Practice.png,88,90
Face,Face,short,Center,nonTarget,nonTargetFace17Center-Practice.png,88,17
Face,Face,long,Right,Target,targetFace2Right-Practice.png,88,114
Face,Object,short,Center,nonTarget,nonTargetObject5Center-Practice.png,88,59
Face,Face,long,Right,nonTarget,nonTargetFace12Right-Practice.png,88,48
Face,Object,short,Center,nonTarget,nonTargetObject12Center-Practice.png,88,66
Face,Face,long,Center,nonTarget,nonTargetFace12Center-Practice.png,88,12
Face,Object,long,Right,nonTarget,nonTargetObject16Right-Practice.png,88,106
Face,Face,short,Left,Target,targetFace2Left-Practice.png,89,112
Face,Object,short,Right,nonTarget,nonTargetObject18Right-Practice.png,89,108
Face,Face,short,Left,nonTarget,nonTargetFace16Left-Practice.png,89,34
Face,Object,short,Left,nonTarget,nonTargetObject10Left-Practice.png,89,82
Face,Face,short,Center,nonTarget,nonTargetFace9Center-Practice.png,89,9
Face,Face,short,Left,nonTarget,nonTargetFace14Left-Practice.png,89,32
Face,Face,short,Right,nonTarget,nonTargetFace6Right-Practice.png,89,42
Face,Face,long,Center,nonTarget,nonTargetFace12Center-Practice.png,89,12
Face,Face,short,Right,Target,targetFace1Right-Practice.png,89,113
Face,Object,long,Right,nonTarget,nonTargetObject16Right-Practice.png,89,106
Face,Object,long,Center,nonTarget,nonTargetObject11Center-Practice.png,89,65
Face,Object,long,Left,nonTarget,nonTargetObject1Left-Practice.png,89,73
Face,Object,short,Left,nonTarget,nonTargetObject16Left-Practice.png,89,88
Face,Face,long,Right,nonTarget,nonTargetFace9Right-Practice.png,89,45
Face,Face,short,Right,nonTarget,nonTargetFace12Right-Practice.png,90,48
Face,Object,long,Left,nonTarget,nonTargetObject2Left-Practice.png,90,74
Face,Object,long,Right,nonTarget,nonTargetObject2Right-Practice.png,90,92
Face,Object,long,Left,nonTarget,nonTargetObject13Left-Practice.png,90,85
Face,Face,long,Center,Target,targetFace1Center-Practice.png,90,109
Face,Face,short,Center,nonTarget,nonTargetFace12Center-Practice.png,90,12
Face,Object,short,Right,nonTarget,nonTargetObject5Right-Practice.png,90,95
Face,Face,short,Center,nonTarget,nonTargetFace8Center-Practice.png,90,8
Face,Face,short,Left,Target,targetFace2Left-Practice.png,90,112
Face,Face,short,Left,nonTarget,nonTargetFace10Left-Practice.png,90,28
Face,Object,long,Left,nonTarget,nonTargetObject6Left-Practice.png,90,78
Face,Face,long,Right,nonTarget,nonTargetFace14Right-Practice.png,90,50
Face,Face,long,Left,nonTarget,nonTargetFace13Left-Practice.png,90,31
Face,Object,short,Right,nonTarget,nonTargetObject17Right-Practice.png,90,107
Face,Object,short,Left,nonTarget,nonTargetObject18Left-Practice.png,91,90
Face,Object,long,Left,nonTarget,nonTargetObject13Left-Practice.png,91,85
Face,Face,short,Left,nonTarget,nonTargetFace14Left-Practice.png,91,32
Face,Face,short,Center,nonTarget,nonTargetFace16Center-Practice.png,91,16
Face,Face,short,Right,Target,targetFace2Right-Practice.png,91,114
Face,Face,long,Left,nonTarget,nonTargetFace9Left-Practice.png,91,27
Face,Face,long,Left,nonTarget,nonTargetFace11Left-Practice.png,91,29
Face,Object,short,Left,nonTarget,nonTargetObject7Left-Practice.png,91,79
Face,Object,long,Right,nonTarget,nonTargetObject8Right-Practice.png,91,98
Face,Object,short,Right,nonTarget,nonTargetObject15Right-Practice.png,91,105
Face,Face,short,Right,Target,targetFace1Right-Practice.png,91,113
Face,Face,long,Center,nonTarget,nonTargetFace4Center-Practice.png,91,4
Face,Object,long,Center,nonTarget,nonTargetObject1Center-Practice.png,91,55
Face,Face,short,Center,nonTarget,nonTargetFace15Center-Practice.png,91,15
Face,Face,long,Center,nonTarget,nonTargetFace7Center-Practice.png,92,7
Face,Object,long,Center,nonTarget,nonTargetObject12Center-Practice.png,92,66
Face,Object,short,Right,nonTarget,nonTargetObject7Right-Practice.png,92,97
Face,Face,short,Left,nonTarget,nonTargetFace10Left-Practice.png,92,28
Face,Face,short,Left,nonTarget,nonTargetFace11Left-Practice.png,92,29
Face,Face,long,Center,nonTarget,nonTargetFace3Center-Practice.png,92,3
Face,Object,long,Right,nonTarget,nonTargetObject18Right-Practice.png,92,108
Face,Face,short,Center,Target,targetFace2Center-Practice.png,92,110
Face,Face,short,Left,nonTarget,nonTargetFace2Left-Practice.png,92,20
Face,Object,short,Center,nonTarget,nonTargetObject4Center-Practice.png,92,58
Face,Object,long,Right,nonTarget,nonTargetObject12Right-Practice.png,92,102
Face,Face,short,Left,nonTarget,nonTargetFace6Left-Practice.png,92,24
Face,Face,long,Right,Target,targetFace1Right-Practice.png,92,113
Face,Object,short,Right,nonTarget,nonTargetObject5Right-Practice.png,92,95
Face,Object,short,Right,nonTarget,nonTargetObject2Right-Practice.png,93,92
Face,Face,short,Left,nonTarget,nonTargetFace3Left-Practice.png,93,21
Face,Face,long,Left,nonTarget,nonTargetFace10Left-Practice.png,93,28
Face,Object,long,Center,nonTarget,nonTargetObject14Center-Practice.png,93,68
Face,Face,short,Left,nonTarget,nonTargetFace17Left-Practice.png,93,35
Face,Object,short,Right,nonTarget,nonTargetObject5Right-Practice.png,93,95
Face,Face,long,Left,Target,targetFace2Left-Practice.png,93,112
Face,Face,short,Center,nonTarget,nonTargetFace12Center-Practice.png,93,12
Face,Face,short,Center,nonTarget,nonTargetFace2Center-Practice.png,93,2
Face,Face,long,Right,Target,targetFace1Right-Practice.png,93,113
Face,Object,short,Center,nonTarget,nonTargetObject10Center-Practice.png,93,64
Face,Face,long,Right,nonTarget,nonTargetFace13Right-Practice.png,93,49
Face,Object,short,Right,nonTarget,nonTargetObject12Right-Practice.png,93,102
Face,Object,long,Right,nonTarget,nonTargetObject10Right-Practice.png,93,100
Face,Face,short,Center,nonTarget,nonTargetFace5Center-Practice.png,94,5
Face,Face,short,Right,nonTarget,nonTargetFace2Right-Practice.png,94,38
Face,Face,short,Left,Target,targetFace1Left-Practice.png,94,111
Face,Object,short,Center,nonTarget,nonTargetObject13Center-Practice.png,94,67
Face,Object,short,Right,nonTarget,nonTargetObject2Right-Practice.png,94,92
Face,Object,short,Center,nonTarget,nonTargetObject1Center-Practice.png,94,55
Face,Object,short,Left,nonTarget,nonTargetObject14Left-Practice.png,94,86
Face,Face,long,Left,nonTarget,nonTargetFace16Left-Practice.png,94,34
Face,Face,short,Left,Target,targetFace2Left-Practice.png,94,112
Face,Object,short,Right,nonTarget,nonTargetObject10Right-Practice.png,94,100
Face,Face,short,Left,nonTarget,nonTargetFace4Left-Practice.png,94,22
Face,Face,long,Right,nonTarget,nonTargetFace14Right-Practice.png,94,50
Face,Face,short,Center,nonTarget,nonTargetFace10Center-Practice.png,94,10
Face,Object,long,Left,nonTarget,nonTargetObject16Left-Practice.png,94,88
Face,Face,short,Center,nonTarget,nonTargetFace6Center-Practice.png,95,6
Face,Face,long,Center,Target,targetFace1Center-Practice.png,95,109
Face,Face,long,Right,nonTarget,nonTargetFace7Right-Practice.png,95,43
Face,Object,long,Right,nonTarget,nonTargetObject13Right-Practice.png,95,103
Face,Object,long,Center,nonTarget,nonTargetObject3Center-Practice.png,95,57
Face,Face,long,Center,Target,targetFace2Center-Practice.png,95,110
Face,Face,long,Center,nonTarget,nonTargetFace15Center-Practice.png,95,15
Face,Object,long,Center,nonTarget,nonTargetObject7Center-Practice.png,95,61
Face,Object,short,Left,nonTarget,nonTargetObject8Left-Practice.png,95,80
Face,Object,long,Center,nonTarget,nonTargetObject8Center-Practice.png,95,62
Face,Face,long,Center,nonTarget,nonTargetFace16Center-Practice.png,95,16
Face,Face,short,Center,nonTarget,nonTargetFace7Center-Practice.png,95,7
Face,Object,short,Center,nonTarget,nonTargetObject9Center-Practice.png,95,63
Face,Face,long,Right,nonTarget,nonTargetFace3Right-Practice.png,95,39
Face,Object,short,Right,nonTarget,nonTargetObject10Right-Practice.png,96,100
Face,Face,long,Left,nonTarget,nonTargetFace14Left-Practice.png,96,32
Face,Face,short,Center,nonTarget,nonTargetFace7Center-Practice.png,96,7
Face,Face,short,Right,Target,targetFace2Right-Practice.png,96,114
Face,Object,long,Right,nonTarget,nonTargetObject13Right-Practice.png,96,103
Face,Face,short,Right,nonTarget,nonTargetFace6Right-Practice.png,96,42
Face,Face,long,Left,nonTarget,nonTargetFace8Left-Practice.png,96,26
Face,Object,short,Center,nonTarget,nonTargetObject8Center-Practice.png,96,62
Face,Object,short,Center,nonTarget,nonTargetObject18Center-Practice.png,96,72
Face,Face,short,Center,nonTarget,nonTargetFace1Center-Practice.png,96,1
Face,Object,short,Left,nonTarget,nonTargetObject5Left-Practice.png,96,77
Face,Face,long,Left,Target,targetFace1Left-Practice.png,96,111
Face,Face,short,Left,nonTarget,nonTargetFace1Left-Practice.png,96,19
Face,Object,short,Right,nonTarget,nonTargetObject2Right-Practice.png,96,92
Face,Object,short,Center,nonTarget,nonTargetObject3Center-Practice.png,97,57
Face,Face,short,Center,nonTarget,nonTargetFace8Center-Practice.png,97,8
Face,Object,short,Right,nonTarget,nonTargetObject12Right-Practice.png,97,102
Face,Face,short,Center,Target,targetFace1Center-Practice.png,97,109
Face,Object,short,Right,nonTarget,nonTargetObject4Right-Practice.png,97,94
Face,Object,long,Center,nonTarget,nonTargetObject2Center-Practice.png,97,56
